x(ps)	counts	counts(1/s)
0	1196	11960
0.09999999999999999	1174	11740
0.19999999999999998	1170	11700
0.3	1137	11370
0.39999999999999997	1191	11910
0.5	1229	12290
0.6	1154	11540
0.7	1305	13050
0.7999999999999999	1237	12370
0.9	1297	12970
1	1312	13120
1.1	1342	13420
1.2	1208	12080
1.3	1308	13080
1.4	1288	12880
1.5	1239	12390
1.5999999999999999	1327	13270
1.7	6138	61380
1.8	22480	224800
1.9	22557	225570
2	22531	225310
2.1	22538	225380
2.2	22619	226190
2.3	22791	227910
2.4	22741	227410
2.5	22309	223090
2.6	22461	224610
2.6999999999999997	22751	227510
2.8	22656	226560
2.9	22599	225990
3	22891	228910
3.1	22635	226350
3.1999999999999997	23022	230220
3.3	22819	228190
3.4	23077	230770
3.5	22960	229600
3.6	22830	228300
3.6999999999999997	18003	180030
3.8	1141	11410
3.9	1169	11690
4	1194	11940
4.1	1071	10710
4.2	1193	11930
4.3	1206	12060
4.4	1198	11980
4.5	1214	12140
4.6	1244	12440
4.7	1308	13080
4.8	1292	12920
4.8999999999999995	1316	13160
5	1278	12780
5.1	1328	13280
5.2	1262	12620
5.3	1279	12790
5.3999999999999995	1295	12950
5.5	1243	12430
5.6	1350	13500
5.7	6096	60960
5.8	22586	225860
5.8999999999999995	22525	225250
6	22757	227570
6.1	22684	226840
6.2	22367	223670
6.3	22798	227980
6.3999999999999995	22512	225120
6.5	22557	225570
6.6	22688	226880
6.7	22870	228700
6.8	22670	226700
6.8999999999999995	22537	225370
7	23001	230010
7.1	22934	229340
7.2	22547	225470
7.3	22655	226550
7.3999999999999995	22879	228790
7.5	22612	226120
7.6	22859	228590
7.7	18025	180250
7.8	1209	12090
7.8999999999999995	1161	11610
8	1208	12080
8.1	1169	11690
8.2	1211	12110
8.3	1222	12220
8.4	1135	11350
8.5	1152	11520
8.6	1164	11640
8.7	1250	12500
8.8	1292	12920
8.9	1318	13180
9	1353	13530
9.1	1333	13330
9.2	1301	13010
9.299999999999999	1245	12450
9.4	1256	12560
9.5	1254	12540
9.6	1318	13180
9.7	5936	59360
9.799999999999999	22350	223500
9.9	22518	225180
10	22710	227100
10.1	22768	227680
10.2	22651	226510
10.299999999999999	22394	223940
10.4	22395	223950
10.5	22352	223520
10.6	22759	227590
10.7	22723	227230
10.799999999999999	22968	229680
10.9	22813	228130
11	22735	227350
11.1	22749	227490
11.2	22709	227090
11.299999999999999	22731	227310
11.4	22638	226380
11.5	22677	226770
11.6	22898	228980
11.7	18146	181460
11.799999999999999	1208	12080
11.9	1203	12030
12	1209	12090
12.1	1198	11980
12.2	1199	11990
12.299999999999999	1153	11530
12.4	1164	11640
12.5	1207	12070
12.6	1203	12030
12.7	1274	12740
12.799999999999999	1332	13320
12.9	1321	13210
13	1315	13150
13.1	1280	12800
13.2	1289	12890
13.299999999999999	1293	12930
13.4	1286	12860
13.5	1252	12520
13.6	1273	12730
13.7	6033	60330
13.799999999999999	22543	225430
13.9	22630	226300
14	23035	230350
14.1	22634	226340
14.2	22436	224360
14.299999999999999	22752	227520
14.4	22656	226560
14.5	22693	226930
14.6	22576	225760
14.7	22642	226420
14.799999999999999	22963	229630
14.9	22528	225280
15	22702	227020
15.1	22714	227140
15.2	22707	227070
15.299999999999999	22613	226130
15.4	22815	228150
15.5	22641	226410
15.6	23008	230080
15.7	18122	181220
15.799999999999999	1206	12060
15.9	1183	11830
16	1216	12160
16.1	1213	12130
16.2	1149	11490
16.3	1152	11520
16.4	1248	12480
16.5	1155	11550
16.6	1200	12000
16.7	1332	13320
16.8	1272	12720
16.9	1301	13010
17	1301	13010
17.1	1267	12670
17.2	1279	12790
17.3	1309	13090
17.4	1289	12890
17.5	1300	13000
17.6	1297	12970
17.7	5792	57920
17.8	22723	227230
17.9	22775	227750
18	22714	227140
18.099999999999998	22773	227730
18.2	22789	227890
18.3	22779	227790
18.4	22767	227670
18.5	22764	227640
18.599999999999998	22837	228370
18.7	22955	229550
18.8	22689	226890
18.9	22314	223140
19	22669	226690
19.099999999999998	22814	228140
19.2	22775	227750
19.3	23048	230480
19.4	22576	225760
19.5	22916	229160
19.599999999999998	22706	227060
19.7	18092	180920
19.8	1159	11590
19.9	1236	12360
20	1115	11150
20.099999999999998	1195	11950
20.2	1195	11950
20.3	1184	11840
20.4	1180	11800
20.5	1223	12230
20.599999999999998	1190	11900
20.7	1263	12630
20.8	1289	12890
20.9	1331	13310
21	1269	12690
21.099999999999998	1240	12400
21.2	1221	12210
21.3	1322	13220
21.4	1225	12250
21.5	1261	12610
21.599999999999998	1266	12660
21.7	5788	57880
21.8	22774	227740
21.9	22765	227650
22	22494	224940
22.099999999999998	22420	224200
22.2	22614	226140
22.3	22541	225410
22.4	22589	225890
22.5	22499	224990
22.599999999999998	22637	226370
22.7	22524	225240
22.8	22939	229390
22.9	22985	229850
23	23093	230930
23.099999999999998	23002	230020
23.2	22720	227200
23.3	22932	229320
23.4	22618	226180
23.5	22598	225980
23.599999999999998	22600	226000
23.7	18266	182660
23.8	1248	12480
23.9	1221	12210
24	1159	11590
24.099999999999998	1166	11660
24.2	1200	12000
24.3	1222	12220
24.4	1144	11440
24.5	1145	11450
24.599999999999998	1144	11440
24.7	1227	12270
24.8	1222	12220
24.9	1267	12670
25	1304	13040
25.099999999999998	1242	12420
25.2	1316	13160
25.3	1239	12390
25.4	1308	13080
25.5	1356	13560
25.599999999999998	1290	12900
25.7	5658	56580
25.8	22367	223670
25.9	22635	226350
26	22598	225980
26.099999999999998	22466	224660
26.2	22553	225530
26.3	22513	225130
26.4	22432	224320
26.5	22471	224710
26.599999999999998	22464	224640
26.7	22708	227080
26.8	22848	228480
26.9	22612	226120
27	22589	225890
27.099999999999998	22730	227300
27.2	22491	224910
27.3	22550	225500
27.4	22402	224020
27.5	22627	226270
27.599999999999998	22804	228040
27.7	18164	181640
27.8	1232	12320
27.9	1190	11900
28	1191	11910
28.099999999999998	1119	11190
28.2	1208	12080
28.3	1222	12220
28.4	1172	11720
28.5	1190	11900
28.599999999999998	1190	11900
28.7	1274	12740
28.8	1249	12490
28.9	1315	13150
29	1187	11870
29.099999999999998	1257	12570
29.2	1244	12440
29.3	1291	12910
29.4	1292	12920
29.5	1308	13080
29.599999999999998	1295	12950
29.7	5630	56300
29.8	22392	223920
29.9	22356	223560
30	22423	224230
30.099999999999998	22660	226600
30.2	22436	224360
30.3	22315	223150
30.4	22248	222480
30.5	22618	226180
30.599999999999998	22761	227610
30.7	22377	223770
30.8	22780	227800
30.9	22716	227160
31	22761	227610
31.099999999999998	22762	227620
31.2	22702	227020
31.3	22646	226460
31.4	22728	227280
31.5	22742	227420
31.599999999999998	22483	224830
31.7	18424	184240
31.8	1131	11310
31.9	1142	11420
32	1182	11820
32.1	1169	11690
32.2	1220	12200
32.3	1156	11560
32.4	1120	11200
32.5	1203	12030
32.6	1251	12510
32.7	1239	12390
32.8	1318	13180
