x(ps)	counts	counts(1/s)
22.7	6982	69820
22.8	6857	68570
22.9	7017	70170
23	6954	69540
23.099999999999998	6928	69280
23.2	6876	68760
23.3	7041	70410
23.4	7113	71130
23.5	6999	69990
23.599999999999998	7061	70610
23.7	7106	71060
23.8	7128	71280
23.9	7014	70140
24	6962	69620
24.099999999999998	7020	70200
24.2	6833	68330
24.3	7231	72310
24.4	6983	69830
24.5	5002	50020
24.599999999999998	350	3500
24.7	346	3460
24.8	335	3350
24.9	382	3820
25	366	3660
25.099999999999998	379	3790
25.2	364	3640
25.3	380	3800
25.4	390	3900
25.5	399	3990
25.599999999999998	386	3860
25.7	389	3890
25.8	381	3810
25.9	365	3650
26	393	3930
26.099999999999998	401	4010
26.2	412	4120
26.3	375	3750
26.4	398	3980
26.5	2249	22490
26.599999999999998	7012	70120
26.7	6974	69740
26.8	7063	70630
26.9	6881	68810
27	6979	69790
27.099999999999998	7028	70280
27.2	6783	67830
27.3	6920	69200
27.4	7049	70490
27.5	7050	70500
27.599999999999998	6965	69650
27.7	7036	70360
27.8	7049	70490
27.9	7109	71090
28	6913	69130
28.099999999999998	7002	70020
28.2	6913	69130
28.3	7068	70680
28.4	6992	69920
28.5	5173	51730
28.599999999999998	349	3490
28.7	380	3800
28.8	341	3410
28.9	363	3630
29	316	3160
29.099999999999998	367	3670
29.2	382	3820
29.3	363	3630
29.4	321	3210
29.5	376	3760
29.599999999999998	370	3700
29.7	391	3910
29.8	367	3670
29.9	389	3890
30	386	3860
30.099999999999998	379	3790
30.2	376	3760
30.3	370	3700
30.4	386	3860
30.5	2426	24260
30.599999999999998	6868	68680
30.7	6904	69040
30.8	6893	68930
30.9	7046	70460
31	7070	70700
31.099999999999998	6987	69870
31.2	6875	68750
31.3	7043	70430
31.4	7137	71370
31.5	7046	70460
31.599999999999998	6854	68540
31.7	6980	69800
31.8	6942	69420
31.9	7004	70040
32	6837	68370
32.1	6932	69320
32.2	6957	69570
32.3	6962	69620
32.4	7231	72310
32.5	5124	51240
32.6	338	3380
32.7	345	3450
32.8	369	3690
32.9	355	3550
33	364	3640
33.1	353	3530
33.2	343	3430
33.3	360	3600
33.4	339	3390
33.5	355	3550
33.6	384	3840
33.7	375	3750
33.8	434	4340
33.9	401	4010
34	397	3970
34.1	441	4410
34.2	360	3600
34.3	387	3870
34.4	389	3890
34.5	2284	22840
34.6	7030	70300
34.7	7170	71700
34.8	6997	69970
34.9	7059	70590
35	6897	68970
35.1	6934	69340
35.2	6957	69570
35.3	6982	69820
35.4	7080	70800
35.5	7050	70500
35.6	7012	70120
35.699999999999996	7063	70630
35.8	6988	69880
35.9	7052	70520
36	6976	69760
36.1	7097	70970
36.199999999999996	7030	70300
36.3	6983	69830
36.4	7049	70490
36.5	5096	50960
36.6	346	3460
36.699999999999996	371	3710
36.8	358	3580
36.9	353	3530
37	352	3520
37.1	352	3520
37.199999999999996	404	4040
37.3	352	3520
37.4	389	3890
37.5	374	3740
37.6	395	3950
37.699999999999996	389	3890
37.8	363	3630
37.9	388	3880
38	375	3750
38.1	386	3860
38.199999999999996	418	4180
38.3	399	3990
38.4	388	3880
38.5	2215	22150
38.6	6973	69730
38.699999999999996	6949	69490
38.8	7012	70120
38.9	7105	71050
39	6972	69720
39.1	7058	70580
39.199999999999996	7090	70900
39.3	7043	70430
39.4	7088	70880
39.5	7030	70300
39.6	7070	70700
39.699999999999996	7015	70150
39.8	7121	71210
39.9	7033	70330
40	7002	70020
40.1	6994	69940
40.199999999999996	7115	71150
40.3	7271	72710
40.4	7051	70510
40.5	5227	52270
40.6	360	3600
40.699999999999996	387	3870
40.8	335	3350
40.9	352	3520
41	382	3820
41.1	330	3300
41.199999999999996	338	3380
41.3	348	3480
41.4	348	3480
41.5	341	3410
41.6	388	3880
41.699999999999996	409	4090
41.8	375	3750
41.9	409	4090
42	424	4240
42.1	383	3830
42.199999999999996	391	3910
42.3	385	3850
42.4	434	4340
42.5	2242	22420
42.6	6940	69400
42.699999999999996	7091	70910
42.8	7070	70700
42.9	7001	70010
43	6980	69800
43.1	7078	70780
43.199999999999996	6965	69650
43.3	7178	71780
43.4	6989	69890
43.5	7014	70140
43.6	7042	70420
43.699999999999996	7181	71810
43.8	7175	71750
43.9	7162	71620
44	6929	69290
44.1	7100	71000
44.199999999999996	6774	67740
44.3	6994	69940
44.4	6857	68570
44.5	5304	53040
44.6	327	3270
44.699999999999996	366	3660
44.8	352	3520
44.9	366	3660
45	375	3750
45.1	396	3960
45.199999999999996	369	3690
45.3	330	3300
45.4	325	3250
45.5	407	4070
45.6	412	4120
45.699999999999996	374	3740
45.8	379	3790
45.9	391	3910
46	414	4140
46.1	404	4040
46.199999999999996	393	3930
46.3	415	4150
46.4	366	3660
46.5	2284	22840
46.6	7158	71580
46.699999999999996	7056	70560
46.8	7199	71990
46.9	7111	71110
47	6923	69230
47.1	7009	70090
47.199999999999996	7055	70550
47.3	6993	69930
47.4	7037	70370
47.5	7039	70390
47.6	7164	71640
47.699999999999996	7083	70830
47.8	7103	71030
47.9	7188	71880
48	7238	72380
48.1	7132	71320
48.199999999999996	7057	70570
48.3	6977	69770
48.4	7104	71040
48.5	5222	52220
48.6	330	3300
48.699999999999996	375	3750
48.8	370	3700
48.9	352	3520
49	340	3400
49.1	361	3610
49.199999999999996	365	3650
49.3	358	3580
49.4	378	3780
49.5	407	4070
49.6	394	3940
49.699999999999996	413	4130
49.8	386	3860
49.9	397	3970
50	435	4350
50.1	404	4040
50.199999999999996	380	3800
50.3	413	4130
50.4	358	3580
50.5	2173	21730
50.6	7159	71590
50.699999999999996	7173	71730
50.8	7092	70920
50.9	7031	70310
51	6998	69980
51.1	7097	70970
51.199999999999996	7076	70760
51.3	7133	71330
51.4	7068	70680
51.5	7065	70650
51.6	7221	72210
51.699999999999996	7060	70600
51.8	7083	70830
51.9	7125	71250
52	7069	70690
52.1	7151	71510
52.199999999999996	7095	70950
52.3	7123	71230
52.4	7093	70930
52.5	5284	52840
52.6	347	3470
52.699999999999996	362	3620
52.8	358	3580
52.9	371	3710
53	361	3610
53.1	392	3920
53.199999999999996	357	3570
53.3	362	3620
53.4	335	3350
53.5	358	3580
53.6	376	3760
53.699999999999996	338	3380
53.8	373	3730
53.9	342	3420
54	372	3720
54.1	344	3440
54.199999999999996	404	4040
54.3	387	3870
54.4	397	3970
54.5	2128	21280
54.6	7100	71000
54.699999999999996	7050	70500
54.8	6990	69900
54.9	7095	70950
55	7076	70760
55.1	7079	70790
55.199999999999996	7072	70720
55.3	7004	70040
55.4	7108	71080
55.5	7005	70050
55.6	7191	71910
55.699999999999996	7218	72180
55.8	7083	70830
55.9	6992	69920
56	7032	70320
56.1	7173	71730
56.199999999999996	6958	69580
56.3	7054	70540
56.4	7079	70790
56.5	5249	52490
56.6	390	3900
56.699999999999996	343	3430
56.8	366	3660
56.9	355	3550
57	334	3340
57.1	340	3400
57.199999999999996	353	3530
57.3	373	3730
57.4	360	3600
57.5	380	3800
57.6	375	3750
57.699999999999996	413	4130
57.8	370	3700
57.9	374	3740
58	373	3730
58.1	389	3890
58.199999999999996	396	3960
58.3	390	3900
58.4	383	3830
58.5	2151	21510
58.6	7082	70820
58.699999999999996	7085	70850
58.8	7151	71510
58.9	7074	70740
59	7224	72240
59.1	6949	69490
59.199999999999996	7043	70430
59.3	7085	70850
59.4	7118	71180
59.5	7006	70060
59.6	7061	70610
59.699999999999996	7127	71270
59.8	7189	71890
59.9	7125	71250
60	6943	69430
60.1	7028	70280
60.199999999999996	7139	71390
60.3	7083	70830
60.4	7200	72000
60.5	5365	53650
60.6	322	3220
60.699999999999996	376	3760
60.8	359	3590
60.9	371	3710
61	332	3320
61.1	338	3380
61.199999999999996	375	3750
61.3	378	3780
61.4	350	3500
61.5	393	3930
61.6	380	3800
61.699999999999996	384	3840
61.8	369	3690
61.9	383	3830
62	411	4110
62.1	388	3880
62.199999999999996	366	3660
62.3	401	4010
62.4	400	4000
62.5	2167	21670
62.6	6935	69350
62.699999999999996	6982	69820
62.8	6983	69830
62.9	7110	71100
63	7107	71070
63.1	6993	69930
63.199999999999996	7018	70180
63.3	6980	69800
63.4	7056	70560
63.5	7037	70370
63.6	6976	69760
63.699999999999996	7203	72030
63.8	7003	70030
63.9	7155	71550
64	7051	70510
64.1	7169	71690
64.2	7053	70530
64.3	7370	73700
64.4	6996	69960
64.5	5298	52980
64.6	372	3720
64.7	375	3750
64.8	342	3420
64.9	387	3870
65	374	3740
65.1	342	3420
65.2	358	3580
65.3	357	3570
65.4	351	3510
65.5	405	4050
65.6	403	4030
65.7	409	4090
65.8	426	4260
65.9	397	3970
66	386	3860
66.1	377	3770
66.2	388	3880
66.3	390	3900
66.4	391	3910
66.5	2136	21360
66.6	6950	69500
66.7	6989	69890
66.8	6976	69760
66.9	7058	70580
67	6914	69140
67.1	7037	70370
67.2	7096	70960
67.3	7128	71280
67.4	7029	70290
67.5	7118	71180
67.6	7065	70650
67.7	7060	70600
67.8	7000	70000
67.9	7032	70320
68	7057	70570
68.1	7051	70510
68.2	7154	71540
68.3	6937	69370
68.4	6990	69900
68.5	5238	52380
68.6	365	3650
68.7	391	3910
68.8	390	3900
68.9	379	3790
69	365	3650
69.1	352	3520
69.2	379	3790
69.3	373	3730
69.4	352	3520
69.5	364	3640
69.6	410	4100
69.7	374	3740
69.8	358	3580
69.9	409	4090
70	406	4060
70.1	394	3940
70.2	379	3790
70.3	381	3810
70.4	373	3730
70.5	2038	20380
70.6	7041	70410
70.7	7174	71740
70.8	7164	71640
70.89999999999999	6909	69090
71	6970	69700
71.1	7058	70580
71.2	7028	70280
71.3	6994	69940
71.39999999999999	7091	70910
71.5	6963	69630
71.6	6988	69880
71.7	7047	70470
71.8	7035	70350
71.89999999999999	6984	69840
72	7083	70830
72.1	6932	69320
72.2	7043	70430
72.3	7137	71370
72.39999999999999	6960	69600
72.5	5246	52460
72.6	392	3920
72.7	328	3280
72.8	371	3710
72.89999999999999	338	3380
73	325	3250
73.1	381	3810
73.2	370	3700
73.3	336	3360
73.39999999999999	358	3580
73.5	382	3820
73.6	359	3590
73.7	381	3810
73.8	372	3720
73.89999999999999	374	3740
74	397	3970
74.1	380	3800
74.2	366	3660
74.3	382	3820
74.39999999999999	420	4200
74.5	2135	21350
74.6	6892	68920
74.7	7005	70050
74.8	7028	70280
74.89999999999999	7083	70830
75	6854	68540
75.1	7046	70460
75.2	7084	70840
75.3	7003	70030
75.39999999999999	7094	70940
75.5	7048	70480
75.6	7090	70900
75.7	6972	69720
75.8	6998	69980
75.89999999999999	7099	70990
76	7182	71820
76.1	6996	69960
76.2	7003	70030
76.3	7239	72390
76.39999999999999	7061	70610
76.5	5280	52800
76.6	371	3710
76.7	344	3440
76.8	339	3390
76.89999999999999	359	3590
77	346	3460
77.1	351	3510
77.2	351	3510
77.3	307	3070
77.39999999999999	355	3550
77.5	372	3720
77.6	393	3930
77.7	396	3960
77.8	378	3780
77.89999999999999	358	3580
78	342	3420
78.1	382	3820
78.2	381	3810
78.3	405	4050
78.39999999999999	414	4140
78.5	2087	20870
78.6	7028	70280
78.7	6802	68020
78.8	6945	69450
78.89999999999999	7120	71200
79	7142	71420
79.1	7069	70690
79.2	6861	68610
79.3	7066	70660
79.39999999999999	7023	70230
79.5	7021	70210
79.6	7090	70900
79.7	7060	70600
79.8	6887	68870
79.89999999999999	7013	70130
80	7040	70400
80.1	7008	70080
80.2	7120	71200
80.3	7072	70720
80.39999999999999	6999	69990
80.5	5329	53290
80.6	358	3580
80.7	355	3550
80.8	361	3610
80.89999999999999	358	3580
81	363	3630
81.1	366	3660
81.2	395	3950
81.3	354	3540
81.39999999999999	351	3510
81.5	386	3860
81.6	414	4140
81.7	367	3670
81.8	395	3950
81.89999999999999	374	3740
82	368	3680
82.1	417	4170
82.2	408	4080
82.3	441	4410
82.39999999999999	360	3600
82.5	2065	20650
82.6	7002	70020
82.7	7084	70840
82.8	7122	71220
82.89999999999999	7082	70820
83	7011	70110
83.1	7035	70350
83.2	7184	71840
83.3	7044	70440
83.39999999999999	6890	68900
83.5	6986	69860
83.6	6991	69910
83.7	7053	70530
83.8	7170	71700
83.89999999999999	6966	69660
84	7065	70650
84.1	7136	71360
84.2	7125	71250
84.3	7093	70930
84.39999999999999	7057	70570
84.5	5212	52120
84.6	318	3180
84.7	335	3350
84.8	373	3730
84.89999999999999	366	3660
85	368	3680
85.1	339	3390
85.2	345	3450
85.3	333	3330
85.39999999999999	383	3830
85.5	399	3990
85.6	377	3770
85.7	379	3790
85.8	363	3630
85.89999999999999	390	3900
86	377	3770
86.1	373	3730
86.2	405	4050
86.3	383	3830
86.39999999999999	379	3790
86.5	2061	20610
86.6	7021	70210
86.7	7131	71310
86.8	6806	68060
86.89999999999999	6912	69120
87	6999	69990
87.1	7083	70830
87.2	6984	69840
87.3	7203	72030
87.39999999999999	7047	70470
87.5	6960	69600
87.6	7143	71430
87.7	7104	71040
87.8	7106	71060
87.89999999999999	6960	69600
88	7027	70270
88.1	7012	70120
88.2	7030	70300
88.3	7033	70330
88.39999999999999	6959	69590
88.5	5251	52510
88.6	376	3760
88.7	350	3500
88.8	352	3520
88.89999999999999	354	3540
89	363	3630
89.1	348	3480
89.2	389	3890
89.3	373	3730
89.39999999999999	341	3410
89.5	361	3610
89.6	380	3800
89.7	361	3610
89.8	366	3660
89.89999999999999	358	3580
90	410	4100
90.1	367	3670
90.2	397	3970
90.3	383	3830
90.39999999999999	391	3910
90.5	2056	20560
90.6	6871	68710
90.7	6931	69310
90.8	7012	70120
90.89999999999999	7167	71670
91	7017	70170
91.1	7100	71000
91.2	6979	69790
91.3	7069	70690
91.39999999999999	7185	71850
91.5	7233	72330
91.6	6967	69670
91.7	6818	68180
91.8	7144	71440
91.89999999999999	7017	70170
92	7045	70450
92.1	7195	71950
92.2	7088	70880
92.3	7010	70100
92.39999999999999	6964	69640
92.5	5323	53230
92.6	367	3670
92.7	367	3670
92.8	357	3570
92.89999999999999	312	3120
93	355	3550
93.1	364	3640
93.2	310	3100
93.3	365	3650
93.39999999999999	361	3610
93.5	357	3570
93.6	327	3270
93.7	401	4010
93.8	349	3490
93.89999999999999	415	4150
94	397	3970
94.1	420	4200
94.2	409	4090
94.3	398	3980
94.39999999999999	399	3990
94.5	2011	20110
94.6	7079	70790
94.7	7104	71040
94.8	7204	72040
94.89999999999999	6963	69630
95	6948	69480
95.1	7242	72420
95.2	6882	68820
95.3	6972	69720
95.39999999999999	7123	71230
95.5	6905	69050
95.6	7109	71090
95.7	6911	69110
95.8	7034	70340
95.89999999999999	7096	70960
96	7042	70420
96.1	7103	71030
96.2	7021	70210
96.3	6987	69870
96.39999999999999	6981	69810
96.5	5575	55750
96.6	350	3500
96.7	365	3650
96.8	367	3670
96.89999999999999	344	3440
97	337	3370
97.1	349	3490
97.2	322	3220
97.3	348	3480
97.39999999999999	368	3680
97.5	370	3700
97.6	357	3570
97.7	396	3960
97.8	383	3830
97.89999999999999	359	3590
98	380	3800
98.1	406	4060
98.2	373	3730
98.3	361	3610
98.39999999999999	345	3450
98.5	1957	19570
98.6	7013	70130
98.7	6932	69320
98.8	6864	68640
98.89999999999999	6897	68970
99	6961	69610
99.1	7020	70200
99.2	6900	69000
99.3	7079	70790
99.39999999999999	7034	70340
99.5	6981	69810
99.6	6973	69730
99.7	7006	70060
99.8	6997	69970
99.89999999999999	7042	70420
