x(ps)	counts	counts(1/s)
16.9	127	1270
17	298	2980
17.1	2128	21280
17.2	2201	22010
17.3	2147	21470
17.4	2157	21570
17.5	2176	21760
17.6	2097	20970
17.7	2201	22010
17.8	2167	21670
17.9	2209	22090
18	2191	21910
18.099999999999998	2234	22340
18.2	2135	21350
18.3	2176	21760
18.4	2110	21100
18.5	2135	21350
18.599999999999998	2116	21160
18.7	2083	20830
18.8	2209	22090
18.9	2139	21390
19	2004	20040
19.099999999999998	127	1270
19.2	118	1180
19.3	118	1180
19.4	121	1210
19.5	127	1270
19.599999999999998	118	1180
19.7	128	1280
19.8	110	1100
19.9	113	1130
20	118	1180
20.099999999999998	134	1340
20.2	129	1290
20.3	120	1200
20.4	121	1210
20.5	114	1140
20.599999999999998	132	1320
20.7	134	1340
20.8	144	1440
20.9	133	1330
21	245	2450
21.099999999999998	2084	20840
21.2	2166	21660
21.3	2059	20590
21.4	2118	21180
21.5	2201	22010
21.599999999999998	2204	22040
21.7	2047	20470
21.8	2153	21530
21.9	2182	21820
22	2262	22620
22.099999999999998	2121	21210
22.2	2162	21620
22.3	2128	21280
22.4	2127	21270
22.5	2185	21850
22.599999999999998	2142	21420
22.7	2211	22110
22.8	2197	21970
22.9	2191	21910
23	2062	20620
23.099999999999998	124	1240
23.2	118	1180
23.3	109	1090
23.4	129	1290
23.5	129	1290
23.599999999999998	112	1120
23.7	124	1240
23.8	124	1240
23.9	117	1170
24	123	1230
24.099999999999998	122	1220
24.2	125	1250
24.3	119	1190
24.4	123	1230
24.5	129	1290
24.599999999999998	114	1140
24.7	124	1240
24.8	108	1080
24.9	125	1250
25	250	2500
25.099999999999998	2137	21370
25.2	2057	20570
25.3	2100	21000
25.4	2134	21340
25.5	2274	22740
25.599999999999998	2133	21330
25.7	2175	21750
25.8	2173	21730
25.9	2181	21810
26	2188	21880
26.099999999999998	2187	21870
26.2	2183	21830
26.3	2234	22340
26.4	2227	22270
26.5	2145	21450
26.599999999999998	2102	21020
26.7	2143	21430
26.8	2196	21960
26.9	2224	22240
27	1991	19910
27.099999999999998	113	1130
27.2	115	1150
27.3	130	1300
27.4	126	1260
27.5	129	1290
27.599999999999998	131	1310
27.7	110	1100
27.8	128	1280
27.9	119	1190
28	146	1460
28.099999999999998	117	1170
28.2	115	1150
28.3	129	1290
28.4	136	1360
28.5	102	1020
28.599999999999998	115	1150
28.7	120	1200
28.8	158	1580
28.9	116	1160
29	264	2640
29.099999999999998	2165	21650
29.2	2210	22100
29.3	2104	21040
29.4	2237	22370
29.5	2205	22050
29.599999999999998	2154	21540
29.7	2205	22050
29.8	2140	21400
29.9	2127	21270
30	2156	21560
30.099999999999998	2211	22110
30.2	2149	21490
30.3	2119	21190
30.4	2225	22250
30.5	2203	22030
30.599999999999998	2173	21730
30.7	2210	22100
30.8	2151	21510
30.9	2094	20940
31	2023	20230
31.099999999999998	106	1060
31.2	126	1260
31.3	141	1410
31.4	109	1090
31.5	109	1090
31.599999999999998	126	1260
31.7	118	1180
31.8	128	1280
31.9	119	1190
32	111	1110
32.1	127	1270
32.2	111	1110
32.3	115	1150
32.4	139	1390
32.5	108	1080
32.6	134	1340
32.7	121	1210
32.8	109	1090
32.9	134	1340
33	301	3010
33.1	2153	21530
33.2	2116	21160
33.3	2108	21080
33.4	2117	21170
33.5	2167	21670
33.6	2176	21760
33.7	2289	22890
33.8	2197	21970
33.9	2120	21200
34	2214	22140
34.1	2176	21760
34.2	2169	21690
34.3	2093	20930
34.4	2145	21450
34.5	2274	22740
34.6	2178	21780
34.7	2122	21220
34.8	2122	21220
34.9	2143	21430
35	2030	20300
35.1	125	1250
35.2	117	1170
35.3	113	1130
35.4	142	1420
35.5	134	1340
35.6	132	1320
35.699999999999996	111	1110
35.8	128	1280
35.9	102	1020
36	139	1390
36.1	111	1110
36.199999999999996	131	1310
36.3	109	1090
36.4	142	1420
36.5	124	1240
36.6	132	1320
36.699999999999996	134	1340
36.8	140	1400
36.9	136	1360
37	271	2710
37.1	2217	22170
37.199999999999996	2144	21440
37.3	2125	21250
37.4	2180	21800
37.5	2151	21510
37.6	2147	21470
37.699999999999996	2020	20200
37.8	2106	21060
37.9	2101	21010
38	2210	22100
38.1	2119	21190
38.199999999999996	2229	22290
38.3	2134	21340
38.4	2250	22500
38.5	2220	22200
38.6	2192	21920
38.699999999999996	2173	21730
38.8	2197	21970
38.9	2186	21860
39	2090	20900
39.1	118	1180
39.199999999999996	139	1390
39.3	125	1250
39.4	119	1190
39.5	127	1270
39.6	120	1200
39.699999999999996	110	1100
39.8	128	1280
39.9	119	1190
40	120	1200
40.1	131	1310
40.199999999999996	145	1450
40.3	114	1140
40.4	107	1070
40.5	120	1200
40.6	128	1280
40.699999999999996	111	1110
40.8	136	1360
40.9	131	1310
41	233	2330
41.1	2120	21200
41.199999999999996	2185	21850
41.3	2178	21780
41.4	2167	21670
41.5	2140	21400
41.6	2183	21830
41.699999999999996	2196	21960
41.8	2146	21460
41.9	2087	20870
42	2233	22330
42.1	2241	22410
42.199999999999996	2138	21380
42.3	2178	21780
42.4	2224	22240
42.5	2168	21680
42.6	2244	22440
42.699999999999996	2227	22270
42.8	2202	22020
42.9	2188	21880
43	2032	20320
43.1	115	1150
43.199999999999996	118	1180
43.3	136	1360
43.4	101	1010
43.5	112	1120
43.6	113	1130
43.699999999999996	124	1240
43.8	113	1130
43.9	113	1130
44	114	1140
44.1	116	1160
44.199999999999996	127	1270
44.3	126	1260
44.4	124	1240
44.5	126	1260
44.6	148	1480
44.699999999999996	153	1530
44.8	134	1340
44.9	129	1290
45	255	2550
45.1	2172	21720
45.199999999999996	2212	22120
45.3	2202	22020
45.4	2132	21320
45.5	2150	21500
45.6	2151	21510
45.699999999999996	2173	21730
45.8	2255	22550
45.9	2130	21300
46	2164	21640
46.1	2164	21640
46.199999999999996	2223	22230
46.3	2147	21470
46.4	2179	21790
46.5	2174	21740
46.6	2294	22940
46.699999999999996	2130	21300
46.8	2229	22290
46.9	2142	21420
47	2088	20880
47.1	134	1340
47.199999999999996	113	1130
47.3	118	1180
47.4	118	1180
47.5	111	1110
47.6	123	1230
47.699999999999996	124	1240
47.8	113	1130
47.9	131	1310
48	132	1320
48.1	115	1150
48.199999999999996	132	1320
48.3	127	1270
48.4	118	1180
48.5	126	1260
48.6	131	1310
48.699999999999996	118	1180
48.8	129	1290
48.9	141	1410
49	260	2600
49.1	2103	21030
49.199999999999996	2183	21830
49.3	2150	21500
49.4	2093	20930
49.5	2197	21970
49.6	2188	21880
49.699999999999996	2160	21600
49.8	2179	21790
49.9	2130	21300
50	2216	22160
50.1	2193	21930
50.199999999999996	2207	22070
50.3	2181	21810
50.4	2226	22260
50.5	2085	20850
50.6	2138	21380
50.699999999999996	2013	20130
50.8	2157	21570
50.9	2204	22040
51	2058	20580
51.1	117	1170
51.199999999999996	123	1230
51.3	124	1240
51.4	114	1140
51.5	143	1430
51.6	109	1090
51.699999999999996	113	1130
51.8	124	1240
51.9	104	1040
52	132	1320
52.1	144	1440
52.199999999999996	115	1150
52.3	122	1220
52.4	123	1230
52.5	145	1450
52.6	123	1230
52.699999999999996	119	1190
52.8	111	1110
52.9	119	1190
53	249	2490
53.1	2219	22190
53.199999999999996	2142	21420
53.3	2199	21990
53.4	2201	22010
53.5	2123	21230
53.6	2129	21290
53.699999999999996	2124	21240
53.8	2103	21030
53.9	2205	22050
54	2205	22050
54.1	2249	22490
54.199999999999996	2173	21730
54.3	2219	22190
54.4	2155	21550
54.5	2132	21320
54.6	2223	22230
54.699999999999996	2140	21400
54.8	2193	21930
54.9	2247	22470
55	2071	20710
55.1	111	1110
55.199999999999996	97	970
55.3	122	1220
55.4	122	1220
55.5	149	1490
55.6	111	1110
55.699999999999996	107	1070
55.8	96	960
55.9	105	1050
56	130	1300
56.1	119	1190
56.199999999999996	137	1370
56.3	143	1430
56.4	117	1170
56.5	139	1390
56.6	133	1330
56.699999999999996	119	1190
56.8	161	1610
56.9	110	1100
57	243	2430
57.1	2181	21810
57.199999999999996	2092	20920
57.3	2132	21320
57.4	2148	21480
57.5	2120	21200
57.6	2178	21780
57.699999999999996	2180	21800
57.8	2067	20670
57.9	2205	22050
58	2103	21030
58.1	2109	21090
58.199999999999996	2187	21870
58.3	2183	21830
58.4	2155	21550
58.5	2115	21150
58.6	2186	21860
58.699999999999996	2165	21650
58.8	2159	21590
58.9	2178	21780
59	2032	20320
59.1	119	1190
59.199999999999996	105	1050
59.3	124	1240
59.4	153	1530
59.5	127	1270
59.6	123	1230
59.699999999999996	125	1250
59.8	129	1290
59.9	118	1180
60	112	1120
60.1	119	1190
60.199999999999996	132	1320
60.3	118	1180
60.4	141	1410
60.5	109	1090
60.6	122	1220
60.699999999999996	137	1370
60.8	115	1150
60.9	144	1440
61	215	2150
61.1	2139	21390
61.199999999999996	2127	21270
61.3	2191	21910
61.4	2148	21480
61.5	2147	21470
61.6	2151	21510
61.699999999999996	2247	22470
61.8	2223	22230
61.9	2139	21390
62	2235	22350
62.1	2177	21770
62.199999999999996	2140	21400
62.3	2208	22080
62.4	2251	22510
62.5	2145	21450
62.6	2206	22060
62.699999999999996	2147	21470
62.8	2162	21620
62.9	2115	21150
63	2020	20200
63.1	110	1100
63.199999999999996	102	1020
63.3	102	1020
63.4	129	1290
63.5	120	1200
63.6	153	1530
63.699999999999996	119	1190
63.8	113	1130
63.9	103	1030
64	113	1130
64.1	125	1250
64.2	134	1340
64.3	122	1220
64.4	133	1330
64.5	139	1390
64.6	142	1420
64.7	125	1250
64.8	125	1250
64.9	124	1240
65	224	2240
65.1	2110	21100
65.2	2087	20870
65.3	2136	21360
65.4	2176	21760
65.5	2155	21550
65.6	2147	21470
65.7	2150	21500
65.8	2196	21960
65.9	2097	20970
66	2116	21160
66.1	2091	20910
66.2	2125	21250
66.3	2131	21310
66.4	2149	21490
66.5	2156	21560
66.6	2163	21630
66.7	2130	21300
66.8	2266	22660
66.9	2154	21540
67	2121	21210
67.1	117	1170
67.2	134	1340
67.3	115	1150
67.4	113	1130
67.5	130	1300
67.6	113	1130
67.7	111	1110
67.8	127	1270
67.9	112	1120
68	120	1200
68.1	157	1570
68.2	117	1170
68.3	150	1500
68.4	113	1130
68.5	140	1400
68.6	127	1270
68.7	146	1460
68.8	119	1190
68.9	123	1230
69	228	2280
69.1	2153	21530
69.2	2256	22560
69.3	2148	21480
69.4	2096	20960
69.5	2167	21670
69.6	2124	21240
69.7	2195	21950
69.8	2168	21680
69.9	2219	22190
70	2127	21270
70.1	2209	22090
70.2	2139	21390
70.3	2164	21640
70.4	2176	21760
70.5	2172	21720
70.6	2239	22390
70.7	2256	22560
70.8	2205	22050
70.89999999999999	2171	21710
71	2134	21340
71.1	98	980
71.2	114	1140
71.3	105	1050
71.39999999999999	104	1040
71.5	123	1230
71.6	108	1080
71.7	123	1230
71.8	119	1190
71.89999999999999	121	1210
72	138	1380
72.1	148	1480
72.2	147	1470
72.3	132	1320
72.39999999999999	139	1390
72.5	125	1250
72.6	128	1280
72.7	128	1280
72.8	135	1350
72.89999999999999	127	1270
73	212	2120
73.1	2222	22220
73.2	2248	22480
73.3	2178	21780
73.39999999999999	2164	21640
73.5	2239	22390
73.6	2197	21970
73.7	2185	21850
73.8	2107	21070
73.89999999999999	2068	20680
74	2182	21820
74.1	2191	21910
74.2	2189	21890
74.3	2237	22370
74.39999999999999	2213	22130
74.5	2198	21980
74.6	2134	21340
74.7	2180	21800
74.8	2166	21660
74.89999999999999	2254	22540
75	2149	21490
75.1	115	1150
75.2	123	1230
75.3	116	1160
75.39999999999999	133	1330
75.5	127	1270
75.6	105	1050
75.7	107	1070
75.8	115	1150
75.89999999999999	119	1190
76	117	1170
76.1	127	1270
76.2	123	1230
76.3	136	1360
76.39999999999999	111	1110
76.5	120	1200
76.6	114	1140
76.7	127	1270
76.8	116	1160
76.89999999999999	110	1100
77	188	1880
77.1	2220	22200
77.2	2162	21620
77.3	2092	20920
77.39999999999999	2111	21110
77.5	2190	21900
77.6	2172	21720
77.7	2141	21410
77.8	2182	21820
77.89999999999999	2137	21370
78	2206	22060
78.1	2227	22270
78.2	2181	21810
78.3	2150	21500
78.39999999999999	2186	21860
78.5	2296	22960
78.6	2222	22220
78.7	2040	20400
78.8	2178	21780
78.89999999999999	2218	22180
79	2091	20910
79.1	111	1110
79.2	106	1060
79.3	128	1280
79.39999999999999	112	1120
79.5	143	1430
79.6	104	1040
79.7	104	1040
79.8	105	1050
79.89999999999999	143	1430
80	128	1280
80.1	106	1060
80.2	126	1260
80.3	148	1480
80.39999999999999	144	1440
80.5	133	1330
80.6	133	1330
80.7	132	1320
80.8	108	1080
80.89999999999999	146	1460
81	200	2000
81.1	2110	21100
81.2	2124	21240
81.3	2178	21780
81.39999999999999	2111	21110
81.5	2142	21420
81.6	2109	21090
81.7	2094	20940
81.8	2134	21340
81.89999999999999	2201	22010
82	2203	22030
82.1	2159	21590
82.2	2270	22700
82.3	2171	21710
82.39999999999999	2205	22050
82.5	2157	21570
82.6	2159	21590
82.7	2201	22010
82.8	2113	21130
82.89999999999999	2216	22160
83	2108	21080
83.1	125	1250
83.2	110	1100
83.3	115	1150
83.39999999999999	106	1060
83.5	140	1400
83.6	125	1250
83.7	137	1370
83.8	137	1370
83.89999999999999	119	1190
84	141	1410
84.1	141	1410
84.2	141	1410
84.3	133	1330
84.39999999999999	117	1170
84.5	120	1200
84.6	162	1620
84.7	123	1230
84.8	129	1290
84.89999999999999	124	1240
85	217	2170
85.1	2177	21770
85.2	2207	22070
85.3	2091	20910
85.39999999999999	2200	22000
85.5	2129	21290
85.6	2133	21330
85.7	2195	21950
85.8	2152	21520
85.89999999999999	2138	21380
86	2224	22240
86.1	2282	22820
86.2	2157	21570
86.3	2188	21880
86.39999999999999	2137	21370
86.5	2241	22410
86.6	2134	21340
86.7	2100	21000
86.8	2149	21490
86.89999999999999	2155	21550
87	2154	21540
87.1	115	1150
87.2	129	1290
87.3	118	1180
87.39999999999999	121	1210
87.5	107	1070
87.6	115	1150
87.7	142	1420
87.8	124	1240
87.89999999999999	123	1230
88	146	1460
88.1	114	1140
88.2	133	1330
88.3	118	1180
88.39999999999999	116	1160
88.5	139	1390
88.6	135	1350
88.7	118	1180
88.8	128	1280
88.89999999999999	142	1420
89	194	1940
89.1	2125	21250
89.2	2226	22260
89.3	2192	21920
89.39999999999999	2145	21450
89.5	2217	22170
89.6	2139	21390
89.7	2119	21190
89.8	2223	22230
89.89999999999999	2203	22030
90	2233	22330
90.1	2153	21530
90.2	2222	22220
90.3	2138	21380
90.39999999999999	2176	21760
90.5	2101	21010
90.6	2044	20440
90.7	2179	21790
90.8	2142	21420
90.89999999999999	2145	21450
91	2061	20610
91.1	118	1180
91.2	122	1220
91.3	123	1230
91.39999999999999	124	1240
91.5	120	1200
91.6	135	1350
91.7	110	1100
91.8	125	1250
91.89999999999999	129	1290
92	136	1360
92.1	140	1400
92.2	141	1410
92.3	116	1160
92.39999999999999	137	1370
92.5	120	1200
92.6	140	1400
92.7	135	1350
92.8	135	1350
92.89999999999999	132	1320
93	173	1730
93.1	2117	21170
93.2	2168	21680
93.3	2169	21690
93.39999999999999	2159	21590
93.5	2133	21330
93.6	2130	21300
93.7	2104	21040
93.8	2167	21670
93.89999999999999	2143	21430
94	2288	22880
94.1	2204	22040
94.2	2126	21260
94.3	2206	22060
94.39999999999999	2192	21920
94.5	2236	22360
94.6	2261	22610
94.7	2181	21810
94.8	2110	21100
94.89999999999999	2143	21430
95	2240	22400
95.1	130	1300
95.2	125	1250
95.3	120	1200
95.39999999999999	129	1290
95.5	117	1170
95.6	127	1270
95.7	107	1070
95.8	137	1370
95.89999999999999	121	1210
96	114	1140
96.1	140	1400
96.2	131	1310
96.3	125	1250
96.39999999999999	120	1200
96.5	138	1380
96.6	117	1170
96.7	130	1300
96.8	108	1080
96.89999999999999	128	1280
97	186	1860
97.1	2205	22050
97.2	2061	20610
97.3	2118	21180
97.39999999999999	2159	21590
97.5	2258	22580
97.6	2118	21180
97.7	2163	21630
97.8	2250	22500
97.89999999999999	2198	21980
98	2113	21130
98.1	2140	21400
98.2	2152	21520
98.3	2209	22090
98.39999999999999	2181	21810
98.5	2167	21670
98.6	2184	21840
98.7	2176	21760
98.8	2185	21850
98.89999999999999	2214	22140
99	2095	20950
99.1	113	1130
99.2	109	1090
99.3	122	1220
99.39999999999999	111	1110
99.5	103	1030
99.6	110	1100
99.7	132	1320
99.8	98	980
99.89999999999999	101	1010
