x(ps)	counts	counts(1/s)
14	3982	39820
14.1	9203	92030
14.2	9113	91130
14.299999999999999	9113	91130
14.4	9175	91750
14.5	9180	91800
14.6	9245	92450
14.7	9254	92540
14.799999999999999	9037	90370
14.9	9273	92730
15	9438	94380
15.1	9148	91480
15.2	9200	92000
15.299999999999999	9186	91860
15.4	9323	93230
15.5	9397	93970
15.6	9188	91880
15.7	9289	92890
15.799999999999999	9180	91800
15.9	9114	91140
16	5850	58500
16.1	461	4610
16.2	456	4560
16.3	439	4390
16.4	496	4960
16.5	479	4790
16.6	532	5320
16.7	469	4690
16.8	448	4480
16.9	451	4510
17	524	5240
17.1	515	5150
17.2	487	4870
17.3	483	4830
17.4	538	5380
17.5	524	5240
17.6	549	5490
17.7	481	4810
17.8	481	4810
17.9	482	4820
18	3982	39820
18.099999999999998	9304	93040
18.2	9261	92610
18.3	9094	90940
18.4	9176	91760
18.5	9068	90680
18.599999999999998	9164	91640
18.7	9142	91420
18.8	9112	91120
18.9	9174	91740
19	9103	91030
19.099999999999998	9294	92940
19.2	9118	91180
19.3	9147	91470
19.4	9321	93210
19.5	9317	93170
19.599999999999998	9230	92300
19.7	9376	93760
19.8	9184	91840
19.9	9299	92990
20	5785	57850
20.099999999999998	493	4930
20.2	495	4950
20.3	475	4750
20.4	476	4760
20.5	476	4760
20.599999999999998	436	4360
20.7	476	4760
20.8	495	4950
20.9	462	4620
21	498	4980
21.099999999999998	578	5780
21.2	480	4800
21.3	517	5170
21.4	485	4850
21.5	527	5270
21.599999999999998	508	5080
21.7	525	5250
21.8	528	5280
21.9	547	5470
22	3905	39050
22.099999999999998	9125	91250
22.2	9090	90900
22.3	9198	91980
22.4	9214	92140
22.5	9018	90180
22.599999999999998	9259	92590
22.7	9238	92380
22.8	9133	91330
22.9	9174	91740
23	9185	91850
23.099999999999998	9432	94320
23.2	9357	93570
23.3	9216	92160
23.4	9143	91430
23.5	9469	94690
23.599999999999998	9271	92710
23.7	9164	91640
23.8	9330	93300
23.9	9205	92050
24	5873	58730
24.099999999999998	490	4900
24.2	478	4780
24.3	459	4590
24.4	513	5130
24.5	445	4450
24.599999999999998	442	4420
24.7	450	4500
24.8	460	4600
24.9	489	4890
25	530	5300
25.099999999999998	538	5380
25.2	506	5060
25.3	473	4730
25.4	502	5020
25.5	492	4920
25.599999999999998	485	4850
25.7	469	4690
25.8	547	5470
25.9	472	4720
26	3847	38470
26.099999999999998	8998	89980
26.2	9274	92740
26.3	9117	91170
26.4	9139	91390
26.5	9316	93160
26.599999999999998	9270	92700
26.7	9107	91070
26.8	9067	90670
26.9	9184	91840
27	9174	91740
27.099999999999998	9095	90950
27.2	9124	91240
27.3	9182	91820
27.4	9306	93060
27.5	9399	93990
27.599999999999998	9141	91410
27.7	9370	93700
27.8	9298	92980
27.9	9221	92210
28	5783	57830
28.099999999999998	449	4490
28.2	456	4560
28.3	470	4700
28.4	526	5260
28.5	461	4610
28.599999999999998	489	4890
28.7	469	4690
28.8	450	4500
28.9	488	4880
29	530	5300
29.099999999999998	520	5200
29.2	484	4840
29.3	531	5310
29.4	495	4950
29.5	490	4900
29.599999999999998	534	5340
29.7	481	4810
29.8	509	5090
29.9	507	5070
30	3886	38860
30.099999999999998	9238	92380
30.2	9215	92150
30.3	9125	91250
30.4	9133	91330
30.5	9332	93320
30.599999999999998	9047	90470
30.7	9318	93180
30.8	9121	91210
30.9	9203	92030
31	9178	91780
31.099999999999998	9206	92060
31.2	9091	90910
31.3	9182	91820
31.4	9268	92680
31.5	9094	90940
31.599999999999998	9304	93040
31.7	9219	92190
31.8	9192	91920
31.9	9282	92820
32	5856	58560
32.1	466	4660
32.2	464	4640
32.3	478	4780
32.4	490	4900
32.5	444	4440
32.6	476	4760
32.7	456	4560
32.8	472	4720
32.9	461	4610
33	504	5040
33.1	515	5150
33.2	491	4910
33.3	478	4780
33.4	503	5030
33.5	475	4750
33.6	468	4680
33.7	503	5030
33.8	484	4840
33.9	499	4990
34	3893	38930
34.1	9391	93910
34.2	9161	91610
34.3	9439	94390
34.4	9180	91800
34.5	9206	92060
34.6	9298	92980
34.7	9225	92250
34.8	9133	91330
34.9	9232	92320
35	9349	93490
35.1	9157	91570
35.2	9344	93440
35.3	9087	90870
35.4	9331	93310
35.5	9330	93300
35.6	9303	93030
35.699999999999996	9132	91320
35.8	9395	93950
35.9	9255	92550
36	5950	59500
36.1	495	4950
36.199999999999996	469	4690
36.3	484	4840
36.4	463	4630
36.5	465	4650
36.6	447	4470
36.699999999999996	476	4760
36.8	487	4870
36.9	488	4880
37	526	5260
37.1	538	5380
37.199999999999996	550	5500
37.3	515	5150
37.4	467	4670
37.5	505	5050
37.6	474	4740
37.699999999999996	463	4630
37.8	506	5060
37.9	483	4830
38	3916	39160
38.1	9205	92050
38.199999999999996	9249	92490
38.3	9308	93080
38.4	9153	91530
38.5	9230	92300
38.6	9059	90590
38.699999999999996	9061	90610
38.8	9113	91130
38.9	9153	91530
39	9133	91330
39.1	9251	92510
39.199999999999996	9154	91540
39.3	9181	91810
39.4	9344	93440
39.5	9162	91620
39.6	9276	92760
39.699999999999996	9279	92790
39.8	9163	91630
39.9	9250	92500
40	5975	59750
40.1	475	4750
40.199999999999996	484	4840
40.3	467	4670
40.4	484	4840
40.5	459	4590
40.6	477	4770
40.699999999999996	462	4620
40.8	499	4990
40.9	485	4850
41	479	4790
41.1	495	4950
41.199999999999996	489	4890
41.3	475	4750
41.4	545	5450
41.5	456	4560
41.6	489	4890
41.699999999999996	488	4880
41.8	525	5250
41.9	505	5050
42	3822	38220
42.1	9078	90780
42.199999999999996	9256	92560
42.3	9230	92300
42.4	9276	92760
42.5	9141	91410
42.6	9210	92100
42.699999999999996	9402	94020
42.8	9226	92260
42.9	9318	93180
43	9097	90970
43.1	9160	91600
43.199999999999996	9244	92440
43.3	9194	91940
43.4	8972	89720
43.5	9173	91730
43.6	9274	92740
43.699999999999996	9112	91120
43.8	9078	90780
43.9	9275	92750
44	6021	60210
44.1	482	4820
44.199999999999996	415	4150
44.3	477	4770
44.4	457	4570
44.5	455	4550
44.6	459	4590
44.699999999999996	470	4700
44.8	475	4750
44.9	516	5160
45	471	4710
45.1	520	5200
45.199999999999996	521	5210
45.3	483	4830
45.4	515	5150
45.5	498	4980
45.6	501	5010
45.699999999999996	560	5600
45.8	503	5030
45.9	526	5260
46	3782	37820
46.1	9221	92210
46.199999999999996	9263	92630
46.3	9181	91810
46.4	9177	91770
46.5	9248	92480
46.6	9319	93190
46.699999999999996	9344	93440
46.8	9145	91450
46.9	9061	90610
47	9066	90660
47.1	9229	92290
47.199999999999996	9232	92320
47.3	9055	90550
47.4	9207	92070
47.5	9241	92410
47.6	9305	93050
47.699999999999996	9206	92060
47.8	9084	90840
47.9	9172	91720
48	6079	60790
48.1	480	4800
48.199999999999996	457	4570
48.3	468	4680
48.4	456	4560
48.5	475	4750
48.6	478	4780
48.699999999999996	455	4550
48.8	485	4850
48.9	450	4500
49	484	4840
49.1	493	4930
49.199999999999996	486	4860
49.3	549	5490
49.4	510	5100
49.5	483	4830
49.6	513	5130
49.699999999999996	549	5490
49.8	490	4900
49.9	504	5040
50	3818	38180
50.1	9224	92240
50.199999999999996	9206	92060
50.3	9340	93400
50.4	9424	94240
50.5	9078	90780
50.6	9159	91590
50.699999999999996	9347	93470
50.8	9230	92300
50.9	9235	92350
51	9167	91670
51.1	9279	92790
51.199999999999996	9082	90820
51.3	9282	92820
51.4	9276	92760
51.5	9188	91880
51.6	9132	91320
51.699999999999996	9170	91700
51.8	9241	92410
51.9	9292	92920
52	6024	60240
52.1	474	4740
52.199999999999996	451	4510
52.3	471	4710
52.4	468	4680
52.5	471	4710
52.6	439	4390
52.699999999999996	439	4390
52.8	459	4590
52.9	497	4970
53	552	5520
53.1	488	4880
53.199999999999996	526	5260
53.3	519	5190
53.4	489	4890
53.5	511	5110
53.6	524	5240
53.699999999999996	498	4980
53.8	479	4790
53.9	479	4790
54	3671	36710
54.1	9212	92120
54.199999999999996	9298	92980
54.3	9109	91090
54.4	9099	90990
54.5	9089	90890
54.6	9097	90970
54.699999999999996	9092	90920
54.8	9296	92960
54.9	9097	90970
55	9102	91020
55.1	9084	90840
55.199999999999996	9404	94040
55.3	9252	92520
55.4	9308	93080
55.5	9266	92660
55.6	9203	92030
55.699999999999996	9328	93280
55.8	9228	92280
55.9	9235	92350
56	5865	58650
56.1	464	4640
56.199999999999996	456	4560
56.3	498	4980
56.4	439	4390
56.5	419	4190
56.6	429	4290
56.699999999999996	475	4750
56.8	488	4880
56.9	461	4610
57	534	5340
57.1	521	5210
57.199999999999996	519	5190
57.3	509	5090
57.4	546	5460
57.5	463	4630
57.6	452	4520
57.699999999999996	540	5400
57.8	504	5040
57.9	521	5210
58	3789	37890
58.1	9190	91900
58.199999999999996	9207	92070
58.3	9163	91630
58.4	9110	91100
58.5	9037	90370
58.6	9147	91470
58.699999999999996	9178	91780
58.8	9198	91980
58.9	9180	91800
59	9274	92740
59.1	9142	91420
59.199999999999996	9216	92160
59.3	9242	92420
59.4	9141	91410
59.5	9339	93390
59.6	9304	93040
59.699999999999996	9239	92390
59.8	9233	92330
59.9	9108	91080
60	6145	61450
60.1	460	4600
60.199999999999996	488	4880
60.3	445	4450
60.4	441	4410
60.5	471	4710
60.6	496	4960
60.699999999999996	448	4480
60.8	454	4540
60.9	473	4730
61	527	5270
61.1	489	4890
61.199999999999996	488	4880
61.3	496	4960
61.4	521	5210
61.5	484	4840
61.6	533	5330
61.699999999999996	487	4870
61.8	533	5330
61.9	507	5070
62	3667	36670
62.1	9170	91700
62.199999999999996	9150	91500
62.3	9108	91080
62.4	9247	92470
62.5	9004	90040
62.6	9105	91050
62.699999999999996	9155	91550
62.8	9009	90090
62.9	9387	93870
63	9539	95390
63.1	9480	94800
63.199999999999996	9154	91540
63.3	9419	94190
63.4	9426	94260
63.5	9039	90390
63.6	9148	91480
63.699999999999996	9230	92300
63.8	9336	93360
63.9	9289	92890
64	6006	60060
64.1	469	4690
64.2	451	4510
64.3	444	4440
64.4	437	4370
64.5	431	4310
64.6	475	4750
64.7	487	4870
64.8	470	4700
64.9	480	4800
65	516	5160
65.1	460	4600
65.2	518	5180
65.3	531	5310
65.4	489	4890
65.5	526	5260
65.6	536	5360
65.7	533	5330
65.8	503	5030
65.9	483	4830
66	3550	35500
66.1	9059	90590
66.2	9142	91420
66.3	9087	90870
66.4	9390	93900
66.5	9142	91420
66.6	9297	92970
66.7	9274	92740
66.8	9210	92100
66.9	9363	93630
67	9282	92820
67.1	9324	93240
67.2	9421	94210
67.3	9373	93730
67.4	9290	92900
67.5	9151	91510
67.6	9095	90950
67.7	9412	94120
67.8	9326	93260
67.9	9282	92820
68	5930	59300
68.1	467	4670
68.2	447	4470
68.3	443	4430
68.4	453	4530
68.5	442	4420
68.6	471	4710
68.7	492	4920
68.8	458	4580
68.9	478	4780
69	489	4890
69.1	467	4670
69.2	466	4660
69.3	520	5200
69.4	485	4850
69.5	535	5350
69.6	500	5000
69.7	515	5150
69.8	476	4760
69.9	494	4940
70	3762	37620
70.1	9258	92580
70.2	9141	91410
70.3	9166	91660
70.4	9142	91420
70.5	9122	91220
70.6	9279	92790
70.7	9116	91160
70.8	9207	92070
70.89999999999999	9112	91120
71	9303	93030
71.1	9198	91980
71.2	9266	92660
71.3	9417	94170
71.39999999999999	9205	92050
71.5	9168	91680
71.6	9200	92000
71.7	9147	91470
71.8	9224	92240
71.89999999999999	9071	90710
72	6107	61070
72.1	490	4900
72.2	432	4320
72.3	453	4530
72.39999999999999	492	4920
72.5	502	5020
72.6	456	4560
72.7	490	4900
72.8	428	4280
72.89999999999999	496	4960
73	508	5080
73.1	517	5170
73.2	504	5040
73.3	522	5220
73.39999999999999	507	5070
73.5	500	5000
73.6	488	4880
73.7	498	4980
73.8	515	5150
73.89999999999999	505	5050
74	3588	35880
74.1	9114	91140
74.2	9229	92290
74.3	9194	91940
74.39999999999999	9298	92980
74.5	9170	91700
74.6	9119	91190
74.7	9205	92050
74.8	9310	93100
74.89999999999999	9302	93020
75	9378	93780
75.1	9265	92650
75.2	9321	93210
75.3	9320	93200
75.39999999999999	9256	92560
75.5	9378	93780
75.6	9262	92620
75.7	9416	94160
75.8	9150	91500
75.89999999999999	9254	92540
76	6093	60930
76.1	481	4810
76.2	465	4650
76.3	449	4490
76.39999999999999	474	4740
76.5	520	5200
76.6	484	4840
76.7	492	4920
76.8	452	4520
76.89999999999999	475	4750
77	518	5180
77.1	509	5090
77.2	516	5160
77.3	526	5260
77.39999999999999	512	5120
77.5	506	5060
77.6	483	4830
77.7	542	5420
77.8	511	5110
77.89999999999999	498	4980
78	3587	35870
78.1	9196	91960
78.2	9081	90810
78.3	9077	90770
78.39999999999999	9133	91330
78.5	9164	91640
78.6	9042	90420
78.7	9034	90340
78.8	9258	92580
78.89999999999999	9302	93020
79	9107	91070
79.1	9197	91970
79.2	9210	92100
79.3	9254	92540
79.39999999999999	9409	94090
79.5	9251	92510
79.6	9463	94630
79.7	9208	92080
79.8	9270	92700
79.89999999999999	8994	89940
80	6297	62970
80.1	458	4580
80.2	490	4900
80.3	489	4890
80.39999999999999	474	4740
80.5	475	4750
80.6	438	4380
80.7	502	5020
80.8	456	4560
80.89999999999999	461	4610
81	526	5260
81.1	500	5000
81.2	488	4880
81.3	503	5030
81.39999999999999	450	4500
81.5	504	5040
81.6	490	4900
81.7	480	4800
81.8	508	5080
81.89999999999999	513	5130
82	3668	36680
82.1	9100	91000
82.2	9391	93910
82.3	9296	92960
82.39999999999999	9431	94310
82.5	9247	92470
82.6	9210	92100
82.7	9194	91940
82.8	9271	92710
82.89999999999999	9216	92160
83	9550	95500
83.1	9260	92600
83.2	9329	93290
83.3	8988	89880
83.39999999999999	9327	93270
83.5	9192	91920
83.6	9378	93780
83.7	9165	91650
83.8	9302	93020
83.89999999999999	9206	92060
84	6146	61460
84.1	469	4690
84.2	435	4350
84.3	459	4590
84.39999999999999	457	4570
84.5	456	4560
84.6	455	4550
84.7	425	4250
84.8	484	4840
84.89999999999999	461	4610
85	476	4760
85.1	511	5110
85.2	537	5370
85.3	502	5020
85.39999999999999	498	4980
85.5	485	4850
85.6	480	4800
85.7	527	5270
85.8	490	4900
85.89999999999999	468	4680
86	3570	35700
86.1	9140	91400
86.2	9017	90170
86.3	9179	91790
86.39999999999999	9366	93660
86.5	9153	91530
86.6	9223	92230
86.7	9110	91100
86.8	9137	91370
86.89999999999999	9159	91590
87	9156	91560
87.1	9258	92580
87.2	9215	92150
87.3	9308	93080
87.39999999999999	9094	90940
87.5	9203	92030
87.6	9298	92980
87.7	9170	91700
87.8	9344	93440
87.89999999999999	9122	91220
88	6177	61770
88.1	466	4660
88.2	452	4520
88.3	478	4780
88.39999999999999	446	4460
88.5	470	4700
88.6	485	4850
88.7	485	4850
88.8	470	4700
88.89999999999999	467	4670
89	501	5010
89.1	495	4950
89.2	530	5300
89.3	534	5340
89.39999999999999	508	5080
89.5	499	4990
89.6	486	4860
89.7	499	4990
89.8	514	5140
89.89999999999999	490	4900
90	3574	35740
90.1	9244	92440
90.2	9153	91530
90.3	9084	90840
90.39999999999999	9046	90460
90.5	9362	93620
90.6	9195	91950
90.7	8979	89790
90.8	9223	92230
90.89999999999999	9206	92060
91	9344	93440
91.1	9264	92640
91.2	9117	91170
91.3	9386	93860
91.39999999999999	9213	92130
91.5	9393	93930
91.6	9151	91510
91.7	9182	91820
91.8	9335	93350
91.89999999999999	9328	93280
92	6240	62400
92.1	437	4370
92.2	500	5000
92.3	438	4380
92.39999999999999	489	4890
92.5	418	4180
92.6	448	4480
92.7	444	4440
92.8	513	5130
92.89999999999999	439	4390
93	510	5100
93.1	496	4960
93.2	520	5200
93.3	522	5220
93.39999999999999	539	5390
93.5	529	5290
93.6	508	5080
93.7	492	4920
93.8	490	4900
93.89999999999999	482	4820
94	3487	34870
94.1	9194	91940
94.2	9061	90610
94.3	9124	91240
94.39999999999999	9223	92230
94.5	9277	92770
94.6	9203	92030
94.7	9212	92120
94.8	9101	91010
94.89999999999999	9202	92020
95	9092	90920
95.1	9439	94390
95.2	9315	93150
95.3	9347	93470
95.39999999999999	9298	92980
95.5	9172	91720
95.6	9421	94210
95.7	9297	92970
95.8	9202	92020
95.89999999999999	9208	92080
96	6270	62700
96.1	473	4730
96.2	524	5240
96.3	499	4990
96.39999999999999	459	4590
96.5	466	4660
96.6	495	4950
96.7	464	4640
96.8	446	4460
96.89999999999999	475	4750
97	477	4770
97.1	468	4680
97.2	502	5020
97.3	509	5090
97.39999999999999	472	4720
97.5	510	5100
97.6	518	5180
97.7	513	5130
97.8	517	5170
97.89999999999999	467	4670
98	3479	34790
98.1	9274	92740
98.2	9168	91680
98.3	9072	90720
98.39999999999999	9197	91970
98.5	9034	90340
98.6	9197	91970
98.7	9269	92690
98.8	9307	93070
98.89999999999999	9153	91530
99	9286	92860
99.1	9134	91340
99.2	9199	91990
99.3	9225	92250
99.39999999999999	9359	93590
99.5	9283	92830
99.6	9256	92560
99.7	9238	92380
99.8	9277	92770
99.89999999999999	9176	91760
