128	98	126	110
128	100	128	111
128	100	125	111
125	102	126	111
126	98	129	109
128	100	128	111
129	102	129	113
134	102	132	114
138	100	132	115
138	100	132	115
138	100	132	115
135	104	131	116
135	104	134	116
136	102	138	116
136	98	136	113
138	100	132	115
139	100	135	115
139	102	136	116
142	102	142	118
140	111	144	123
140	112	143	123
146	111	143	125
149	115	144	128
148	119	148	130
147	123	147	132
147	123	149	133
148	125	151	134
153	125	153	136
158	126	155	138
158	126	160	139
161	131	159	143
161	135	159	145
165	134	163	146
168	132	170	147
169	134	171	148
168	136	172	149
167	138	169	150
167	140	168	151
167	138	167	149
168	139	170	151
170	138	167	150
167	138	164	149
165	139	167	149
170	139	170	151
176	138	171	153
174	138	173	152
175	136	170	151
171	138	167	151
172	138	169	151
170	138	171	151
169	138	171	151
172	138	173	152
175	135	173	151
173	139	174	153
171	139	172	152
173	139	172	152
176	139	176	154
177	140	176	155
177	146	178	158
180	146	182	160
184	147	183	162
184	147	185	162
181	153	184	164
185	155	184	167
188	155	187	168
189	159	194	171
190	159	196	172
190	162	197	174
190	163	197	174
192	163	198	175
194	165	197	177
194	168	195	178
194	168	195	178
195	165	196	177
196	167	195	178
194	169	196	179
194	169	197	179
195	168	199	179
196	167	198	179
196	167	198	179
197	167	195	179
194	167	193	178
192	168	188	177
194	165	189	176
196	167	191	178
196	163	196	176
196	161	194	175
194	161	193	174
194	161	193	174
195	160	193	174
196	161	190	174
196	161	194	175
197	163	194	176
198	162	196	176
197	168	196	179
199	170	197	181
202	168	199	181
201	168	201	181
199	172	203	183
205	172	208	185
210	176	212	190
210	177	216	191
211	177	212	191
211	179	208	191
212	180	212	193
212	185	215	196
211	190	216	199
215	185	221	198
218	184	219	198
215	186	219	198
213	189	217	199
214	189	217	199
216	185	217	197
214	185	216	197
213	183	216	195
214	184	215	196
214	185	214	196
214	183	211	195
214	181	208	193
212	179	207	192
209	179	209	191
210	180	209	192
211	180	208	192
209	179	208	191
208	181	209	192
208	177	215	190
208	175	207	188
209	173	205	187
209	174	206	188
209	176	206	189
210	175	208	189
209	176	209	189
210	177	209	190
212	176	210	190
212	179	208	192
212	184	208	195
211	185	214	196
214	185	219	197
217	184	220	197
219	186	220	199
221	187	219	200
221	185	218	199
222	185	222	200
223	187	226	202
222	191	222	203
222	192	221	204
222	193	221	204
221	194	223	205
221	193	224	204
220	192	224	204
218	194	223	204
216	194	222	203
215	193	220	202
216	189	216	200
216	189	216	200
214	189	217	199
211	188	214	197
213	185	212	196
212	185	208	195
213	179	209	192
211	180	209	192
211	177	207	190
209	177	209	190
209	178	208	190
210	178	207	190
207	179	204	190
206	177	208	189
207	177	211	189
208	177	209	189
210	177	209	190
211	176	210	190
212	177	211	191
212	178	211	191
212	179	213	192
213	179	216	193
214	182	219	195
215	183	218	196
215	184	217	197
215	185	214	197
214	186	216	197
212	188	218	198
216	188	220	200
220	186	221	200
217	187	222	199
215	187	221	199
215	187	219	199
216	187	216	198
212	186	216	197
211	186	212	196
212	184	208	195
214	182	209	194
211	182	209	193
207	182	208	192
208	177	209	189
207	176	209	189
207	175	209	188
208	175	204	188
205	175	202	187
204	171	203	184
202	173	201	184
200	170	202	182
200	171	201	183
201	167	200	180
201	167	197	180
201	167	197	180
197	165	196	178
194	167	195	178
197	167	197	179
199	165	199	179
199	168	203	181
199	169	201	181
199	169	201	181
199	169	201	181
198	171	199	182
201	171	202	183
206	168	204	183
209	171	199	185
206	171	198	184
204	173	197	185
199	174	199	184
198	172	201	183
200	171	201	183
199	171	195	182
197	170	194	180
196	169	194	179
197	168	196	179
197	167	194	179
194	164	194	176
192	163	191	174
190	163	190	174
189	163	190	173
188	160	190	171
187	155	189	168
184	157	185	168
184	154	183	166
183	153	180	165
180	154	177	164
178	158	176	166
180	152	177	163
177	152	176	162
178	148	175	160
180	144	175	158
180	144	175	158
178	142	177	156
177	140	178	155
177	140	178	155
176	144	176	157
176	142	176	156
178	140	173	155
180	143	174	157
182	143	173	158
180	143	175	157
178	144	177	157
180	144	179	158
181	146	178	160
179	143	180	157
176	146	178	158
176	144	178	157
175	144	174	156
174	143	171	155
172	143	169	154
172	140	171	153
172	140	164	152
168	139	159	149
163	139	160	148
161	139	160	147
155	138	160	145
160	135	163	145
164	129	160	142
160	128	154	140
158	126	155	138
153	129	154	139
151	126	152	136
151	128	147	137
152	122	147	133
146	122	143	131
144	119	143	129
143	119	143	128
140	122	140	129
144	115	140	126
144	115	140	126
143	112	143	124
144	109	144	123
142	112	146	124
136	115	139	124
138	117	136	125
143	114	136	125
140	114	134	124
142	111	139	123
142	111	139	123
142	111	139	123
139	112	138	123
138	111	139	122
140	111	142	123
142	109	143	122
140	107	144	121
139	105	140	119
135	107	134	118
132	111	135	120
135	105	140	117
134	105	135	117
131	102	126	113
131	98	126	111
126	98	123	109
122	98	120	107
117	98	114	105
114	95	114	102
114	93	112	101
119	87	114	99
114	89	117	99
111	87	114	97
109	85	109	94
107	87	104	94
104	83	107	92
102	81	102	89
100	79	96	87
100	79	93	86
98	77	95	85
98	75	96	84
96	77	98	85
98	73	98	83
98	71	100	82
98	73	98	83
95	73	98	82
96	71	96	81
98	68	93	79
102	68	96	81
95	73	105	83
95	75	96	83
95	68	98	79
95	68	98	79
98	64	98	78
96	66	91	77
96	64	89	76
93	68	83	77
91	66	81	75
87	62	85	72
81	66	83	72
77	62	83	68
75	64	77	68
79	57	81	66
75	59	81	66
75	59	77	65
71	59	73	64
73	52	73	60
71	55	73	61
71	52	64	59
68	48	64	55
68	48	64	55
66	50	68	56
62	50	59	54
64	45	57	52
64	45	57	52
62	45	59	51
57	48	52	51
59	48	48	51
64	43	50	50
57	40	48	45
57	38	50	45
55	43	48	47
57	38	50	45
57	35	57	44
59	38	55	46
55	43	52	47
52	43	52	46
52	43	52	46
52	40	50	44
55	38	52	44
50	38	52	43
50	38	52	43
55	38	52	44
50	38	48	42
52	35	50	41
52	35	50	41
52	32	45	39
48	35	40	39
48	30	38	36
45	32	38	36
43	30	35	34
45	32	32	35
40	32	27	33
40	27	32	31
40	27	32	31
38	27	38	31
32	27	32	29
32	27	32	29
32	27	27	28
30	24	30	26
27	21	27	23
27	21	21	22
27	21	21	22
27	21	21	22
27	21	21	22
27	21	21	22
30	15	27	20
30	15	27	20
27	18	18	20
27	18	18	20
27	18	18	20
30	18	24	22
27	18	18	20
27	18	18	20
27	18	18	20
24	18	24	20
24	18	18	19
27	15	21	19
27	12	24	17
30	9	27	17
24	15	15	17
24	18	15	19
27	12	12	16
21	9	15	13
15	9	15	11
18	12	18	14
24	9	15	14
18	9	9	11
15	9	9	10
9	9	12	9
9	9	12	9
9	9	12	9
15	6	6	8
18	4	9	8
15	6	6	8
15	4	9	7
9	4	4	5
4	9	4	6
2	6	6	4
2	6	6	4
4	4	6	4
4	4	12	4
4	4	6	4
6	2	2	3
9	2	2	4
6	2	2	3
2	6	6	4
4	4	12	4
6	2	6	3
2	2	4	2
2	2	1	1
2	2	1	1
2	2	1	1
6	2	2	3
9	2	2	4
6	2	2	3
2	2	4	2
2	2	4	2
2	2	4	2
2	2	4	2
2	2	1	1
2	2	1	1
2	2	1	1
2	2	1	1
2	2	1	1
4	1	1	1
4	1	1	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
4	1	1	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
2	1	1	1
1	1	1	0
1	1	1	0
1	1	2	1
1	1	1	0
1	1	1	0
1	1	1	0
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
