1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	2	1
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	2	1
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
1	1	2	1
1	1	1	0
1	1	1	0
1	1	1	0
1	1	1	0
2	1	1	1
1	1	2	1
2	1	1	1
2	1	1	1
2	1	1	1
2	1	2	1
2	1	1	1
1	2	1	1
1	2	1	1
1	2	2	1
2	1	2	1
2	1	2	1
2	1	2	1
1	1	2	1
2	1	1	1
2	1	1	1
2	1	1	1
1	1	2	1
2	1	2	1
2	1	2	1
1	1	2	1
1	1	2	1
1	1	1	0
1	1	1	0
1	1	1	0
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
1	1	2	1
4	1	1	1
4	1	4	2
2	2	1	1
2	2	1	1
4	1	1	1
4	1	4	2
2	2	1	1
2	2	1	1
2	2	1	1
2	2	4	2
2	2	4	2
4	4	6	4
4	4	6	4
4	4	12	4
4	4	12	4
4	4	12	4
4	4	12	4
6	2	12	4
12	2	12	6
12	2	12	6
9	4	9	6
9	9	12	9
6	6	9	6
6	6	9	6
6	6	9	6
12	6	6	7
18	4	9	8
18	6	12	10
18	6	18	10
12	6	24	9
9	9	18	10
9	9	12	9
9	9	12	9
12	6	12	8
15	9	9	10
21	9	15	13
24	9	15	14
24	9	21	14
24	9	21	14
24	9	21	14
24	9	21	14
24	9	21	14
30	6	21	14
24	9	27	15
24	12	24	16
24	12	24	16
24	9	27	15
27	12	24	17
32	12	30	20
30	15	32	21
27	21	27	23
27	21	32	24
32	18	35	24
32	18	35	24
35	21	32	26
35	24	35	28
35	24	35	28
35	24	35	28
35	24	35	28
35	24	35	28
35	24	35	28
30	30	32	30
30	24	35	27
35	21	38	27
38	24	35	29
35	21	43	27
30	24	40	27
32	27	43	30
38	27	43	32
43	30	45	35
52	30	48	38
50	32	52	39
50	32	52	39
50	32	52	39
48	35	50	40
48	35	55	41
48	38	48	42
50	32	52	39
48	35	50	40
48	32	57	39
45	35	55	40
50	35	59	42
52	35	59	42
52	35	59	42
55	38	57	45
55	38	57	45
55	38	57	45
52	40	59	45
57	40	64	47
59	45	68	51
62	45	68	52
64	48	66	54
64	48	66	54
64	52	66	57
68	52	66	58
66	50	73	57
66	50	73	57
68	52	75	59
73	50	75	59
71	55	73	61
71	55	68	61
71	55	68	61
71	55	68	61
71	55	73	61
71	55	73	61
73	52	73	60
77	52	77	62
77	55	79	64
75	55	75	63
75	57	68	63
75	59	73	65
75	59	81	66
79	57	85	66
81	57	89	67
83	59	91	69
79	64	93	71
79	64	85	70
79	64	77	69
79	64	77	69
85	62	77	70
87	64	79	72
89	59	91	71
91	62	89	73
91	66	89	76
96	66	91	77
98	62	100	77
98	64	102	78
98	73	102	83
96	75	107	84
102	79	112	89
105	81	112	91
107	83	114	93
109	83	115	94
111	87	119	97
115	85	119	97
114	91	120	101
115	91	122	101
119	93	126	104
119	95	120	105
120	91	117	102
120	89	122	102
120	91	126	103
119	96	119	105
119	95	117	104
122	93	119	104
120	96	123	106
122	93	122	104
122	93	119	104
